,Unnamed: 0,address,area,code,description,floor,kv,latitude,longitude,photos,price_local,price_usa,views_day,views_week,zones,Агентство,Балкон,Бытовая техника,Вид этажа,Год кап.ремонта,Год постройки,Дата обновления,Дополнительно,Мебель,Метро,На Новый год,Направление,Населенный пункт,Планировка,Плита,Полы,Предоплата,Примечания,Район (области),Район города,Ремонт,Сан/узел,Соседи по квартире,Специалист,Срок сдачи,Телефон,Тип дома,УНП,Условия сдачи,Услуга агентства,Число спальных мест,Этаж / этажность,До центра,До метро
585,585,"Минск, Хмельницкого ул., 10",43/30/6,1191444,"Сдается 2-х комнатная квартира по ул.Б.Хмельницкого 10 ,в шаговой доступности метро ""Академия наук"", вся техника,вся мебель,на длительный срок. https://www.instagram.com/kv_minsk/", 2в/5 б , 2/2 ,53.924,27.5956,10.0,713 руб/месяц,350 $/месяц,9,54,"Богдановича, Куйбышева, Веры Хоружей",Гарант Недвижимость,,,,,1964.0,2017-12-08,,есть,Академия Наук,,,Минск,хрущевка,,ламинат,не нужна,,,Советский район,евроремонт,,,,длительный,есть,блок-комнаты,,,по факту,,2 / 5,3113,328
586,586,"Минск, Хмельницкого ул., 10",44/31/6,1155184,, 1в/5 б , 2/1 ,53.924,27.5956,11.0,713 руб/месяц,350 $/месяц,11,49,"Богдановича, Куйбышева, Веры Хоружей",,нет,"холодильник, свч-печь, стиральная машина, телевизор, интернет",1-й высокий,2008.0,1964.0,2017-10-02,"домофон, металлическая дверь, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона",есть,Академия Наук,,,Минск,хрущевка,газовая,ламинат,месяц,Готова к проживанию,,Советский район,отличный ремонт,совмещенный,,,3 месяца,есть,блок-комнаты,,семье,,,1 / 5,3113,328
587,587,"Минск, Воронянского ул., 42",56/29/12,1185592,, 1в/5 к , 2/1 ,53.877025,27.545482,20.0,774 руб/месяц,380 $/месяц,6,33,"Аэродромная, Могилевская, Воронянского",,лоджия застекленная,,1-й высокий,,2003.0,2017-11-08,"домофон, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом зеленая зона, элитная квартира",частично,Институт Культуры,,,Минск,улучшенный проект,электрическая,,не нужна,,,Октябрьский район,евроремонт,раздельный,,,длительный,,кирпичный,,,,,1 / 5,3231,1058
588,588,"Минск, Аэродромная ул., 40",52/40/13,636199,, 1/19 м , 2/2 ,53.870814,27.559486,9.0,774 руб/месяц,380 $/месяц,11,53,"Аэродромная, Могилевская, Воронянского",,лоджия застекленная,"холодильник, посуда, мелкая бытовая техника, посудомоечная машина, стиральная машина, телевизор, интернет, высокоскоростной интернет, компьютерная сеть",,,2010.0,2017-10-02,"VIP-квартира, домофон, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, парковка, детская площадка, рядом гипермаркет",есть,Институт Культуры,,,Минск,новостройка,электрическая,ламинат,2 месяца,"Стильная 2ухкомнатная студия (одна из комнат объединена с кухней). Есть все необходимые электроприбору включая кофеварку с капучино, посудомоечную машину. Подвал. Балкон обрудовано под отдельноан пом",,Октябрьский район,евроремонт,раздельный,,,длительный,есть,монолитный,,семье,,,1 / 19,3749,2108
589,589,"Минск, Слободской проезд, 8",53/30/10,1095824,"Сдается 2- комнатная квартира по ул.Слободской проезд 8, ближайшая ст.м. Малиновка. Квартира с евроремонтом, всей необходимой мебелью и  бытовой техникой( стиральная машина, СВЧ,варочная поверхность,духовой шкаф) Хороший вид из окна Вам обеспечен. Рядом супермаркеты, рынок, спортивный центр и зеленая зона. Ремонт делали для себя, квартира уютная и чистая. Готова к проживанию.", 12в/16 п , 2/2 ,53.849937,27.443921000000003,7.0,774 руб/месяц,380 $/месяц,10,32,Малиновка,Гарант Недвижимость,,,,,1997.0,2017-12-01,,есть,Малиновка,,,Минск,чешский проект,,ламинат,не нужна,,,Московский район,евроремонт,,,,длительный,есть,панельный,,,по факту,,12 / 16,9811,2008
590,590,"Минск, Новинковская ул., 2",47/35/7,1171085,, 8в/9 п , 2/2 ,53.957762,27.537121000000006,10.0,713 руб/месяц,350 $/месяц,8,27,Новинки,,балкон застекленный + вагонка,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, музыкальный центр, интернет, высокоскоростной интернет",,,1988.0,2017-10-04,"домофон, лифт, стеклопакеты, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом зеленая зона",есть,Площадь Якуба Коласа,,,Минск,стандартный проект,газовая,линолеум,,,,Центральный район,хороший ремонт,раздельный,,,длительный,есть,панельный,,семье,,,8 / 9,6135,5565
591,591,"Минск, Заславская ул., 11/2",48/30/9,1198334,, 5/9 м , 2/2 ,53.9097,27.5419,9.0,713 руб/месяц,350 $/месяц,8,37,"Победителей, Заславская",,лоджия застекленная,"холодильник, стиральная машина, телевизор, интернет",,,1986.0,2017-11-29,"домофон, лифт, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, рядом магазин, рядом зеленая зона",есть,Фрунзенская,,,Минск,улучшенный проект,,паркет,2 месяца,"Квартира по ул. Заславская в Центральном районе рядом метро Фрунзенская в 5 минутах ходьбы пешком. Хороший вид из окна, рядом магазин, гипермаркет, супермаркет, спортивный центр, зеленая зона.",,Центральный район,отличный ремонт,раздельный,,,длительный,есть,монолитный,,,,,5 / 9,1408,515
592,592,"Минск, Заславская ул., 25",50/40/10,1197057,, 5/12 п , 2/2 ,53.9087,27.5355,,713 руб/месяц,350 $/месяц,7,27,"Победителей, Заславская",,лоджия застекленная,высокоскоростной интернет,,,1984.0,2017-11-20,"домофон, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, хороший вид из окна, окна во двор, рядом магазин, рядом супермаркет, рядом зеленая зона",частично,Фрунзенская,,,Минск,чешский проект,электрическая,линолеум,не нужна,,,Центральный район,хороший ремонт,раздельный,,,длительный,есть,панельный,,семье,,,5 / 12,1766,451
593,593,"Минск, Тургенева ул., 7",52/30/10,1206735,, 4/15 кб , 2/2 ,53.9388,27.5864,4.0,713 руб/месяц,350 $/месяц,13,106,"Я.Коласа-Рига, Некрасова, Восточная",,лоджия застекленная,"стиральная машина, интернет, высокоскоростной интернет, компьютерная сеть",,,2015.0,2017-12-06,"домофон, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, окна во двор, рядом спортивный центр, рядом зеленая зона",есть,Академия Наук,,,Минск,новостройка,электрическая,ламинат,,,,Советский район,евроремонт,совмещенный,,,длительный,есть,кб,,,,,4 / 15,4149,2057
594,594,"Минск, Сурганова ул., 64",51/30/8,1186437,, 1в/16 п , 2/2 ,53.93,27.5835,16.0,713 руб/месяц,350 $/месяц,18,123,"Я.Коласа-Рига, Некрасова, Восточная",Время недвижимости,лоджия застекленная,"холодильник, посуда, стиральная машина, телевизор, интернет, высокоскоростной интернет",1-й высокий,,1985.0,2017-12-07,"домофон, металлическая дверь, стеклопакеты, хороший вид из окна, рядом гипермаркет, рядом рынок, рядом спортивный центр",есть,Академия Наук,,,Минск,чешский проект,электрическая,ламинат,,,,Советский район,евроремонт,раздельный,,,длительный,нет,панельный,,,по факту,,1 / 16,3181,1362
595,595,"Минск, Некрасова ул., 28",55/32/8,1191403,"Сдается 2-х комн. квартира с евроремонтом по ул. Нкрасова, 28. Район: Советский, площадь Бангалор, до метро 8 минут. Большая квартира: кухня,  зал,  спальня, обустроенных два балкона, с/у раздельный. Хорошая квартира с всей мебелью (двуспальная кровать с ортопедическим матрацем, диван и 2 креста, шкафы-купе, тумба под телевизор и т.д.) и бытовая техника ( стиральная машина,  холодильник,  высокоскоростной Интернет wifi и т.д.), дом повышенной комфортности: имеется детская площадка, шаговая доступность до парка Дружбы Народов. Готова для заселения и проживания.", 4в/6 м , 2/2 ,53.9354,27.5853,9.0,713 руб/месяц,350 $/месяц,7,42,"Я.Коласа-Рига, Некрасова, Восточная",Гарант Недвижимость,,,,,1998.0,2017-12-01,,есть,Академия Наук,,,Минск,улучшенный проект,,ламинат,не нужна,,,Советский район,евроремонт,,,,длительный,есть,монолитный,,,по факту,,4 / 6,3773,1753
596,596,"Минск, Дрозда ул., 7",45/30/7,1197644,, 4/5 б , 2/2 ,53.905239,27.529034000000006,7.0,774 руб/месяц,380 $/месяц,6,31,"Немига, Короля",,балкон застекленный,"холодильник, свч-печь, стиральная машина",,2007.0,,2017-11-21,"домофон, металлическая дверь, встроенные шкафы, стеклопакеты, хороший вид из окна, окна во двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом зеленая зона",есть,Молодежная,,,Минск,,,,,"Центр, рядом метро (немига, фрунзенская), зеленая зона, развлечения.",,Московский район,нормальный ремонт,совмещенный,,,длительный,,блок-комнаты,,,,,4 / 5,2128,454
597,597,"Минск, Тимошенко ул., 14/2",47/29/7,1101945,"Сдаётся хорошая квартира с современным евроремонтом по ул. Тимошенко 14 к2 , в квартире есть большая джакузи 2х местная , большой современный диван , 2 местная кровать ,спортивные тренажёры , на полу ламинат ,уютная теплая квартира , во дворе детский садик , до метро ""Кунцевщина"" 500 метров ", 4в/9 п , 2/1 ,53.901981000000006,27.462621,12.0,713 руб/месяц,350 $/месяц,8,42,Пушкина-Глебки-Притыцкого-Ольшевского-Кальварийская,Гарант Недвижимость,,,,,1981.0,2017-12-01,,есть,Кунцевщина,,,Минск,стандартный проект,,ламинат,не нужна,,,Фрунзенский район,евроремонт,раздельный,,,длительный,есть,панельный,,,по факту,,4 / 9,6485,738
598,598,"Минск, Пушкина просп., 38",55/34/0,1005314,"Сдаётся   Уютная  квартира . Сантехника современный кафель. Полностью укомплектована мебелью:диван, 2 кресла,двух спальная кровать. Бытовая техника: СВЧ печь,стиральная машина,телевизор,пылесос.Готова к заселению.", 2в/9 п , 2/2 ,53.9132,27.496,5.0,713 руб/месяц,350 $/месяц,10,48,Пушкина-Глебки-Притыцкого-Ольшевского-Кальварийская,Гарант Недвижимость,балкон,,,,1980.0,2017-12-01,,есть,Пушкинская,,,Минск,стандартный проект,,ламинат,не нужна,,,Фрунзенский район,хороший ремонт,раздельный,,,длительный,есть,панельный,,,по факту,,2 / 9,4399,403
599,599,"Минск, Красная ул., 18",53/33/0,1193289,"метро пл. Я. Коласа. Отличная квартира после ремонта. Металлическая входная дверь, окна ПВХ, встроенный шкаф-купе, пол - ламинат, хорошая мебель, новая плитка в сан. узлах, новая сан. техника, встроенная кухня, холодильник, стиральная машина-автомат, печь СВЧ, интернет Wifi. Сдается в аренду на длительный срок.", 3/5 к , 2/2 ,53.914,27.5786,4.0,713 руб/месяц,350 $/месяц,13,69,"Богдановича, Куйбышева, Веры Хоружей",Тэтравита,балкон,"холодильник, свч-печь, стиральная машина, интернет",,,,2017-11-13,"домофон, стеклопакеты, рядом магазин",есть,Площадь Якуба Коласа,,,Минск,,электрическая,ламинат,,,,Советский район,отличный ремонт,раздельный,,,длительный,есть,кирпичный,,,по факту,,3 / 5,1540,400
600,600,"Минск, Козлова ул., 9",57/36/8,1151781,, 4/5 , 2/2 ,53.9088,27.5829,9.0,713 руб/месяц,350 $/месяц,7,64,"Гикало,Золотая Горка",,балкон,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, телевизор, интернет, высокоскоростной интернет, компьютерная сеть",,,,2017-08-29,"VIP-квартира, домофон, металлическая дверь, встроенные шкафы, стеклопакеты, хороший вид из окна, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом спортивный центр, рядом зеленая зона, элитная квартира",есть,Площадь Победы,,,Минск,,газовая,,,"Квартира с ремонтом в самом центре. Сдача с 1 Октября, на длительный срок.",,Советский район,евроремонт,раздельный,,,длительный,,,,,,,4 / 5,1481,444
601,601,"Минск, Богдановича ул., 53",47/28/7,913601,, 8в/9 , 2/2 ,53.919022,27.564896,3.0,713 руб/месяц,350 $/месяц,8,46,"Богдановича, Куйбышева, Веры Хоружей",Гарант Недвижимость,,,,,,2017-12-01,,есть,Площадь Якуба Коласа,,,Минск,,,ламинат,не нужна,,,Советский район,евроремонт,,,,длительный,есть,,,,по факту,,8 / 9,1630,1282
602,602,"Минск, Притыцкого ул., 87",55/40/0,1203349,, 9/15 мк , 2/2 ,53.9055,27.4485,12.0,713 руб/месяц,350 $/месяц,16,251,"Запад, Красный Бор",,лоджия застекленная,"телевизор, интернет, высокоскоростной интернет",,,2009.0,2017-11-30,"домофон, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, подземный гараж, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона, элитная квартира",есть,Кунцевщина,,,Минск,улучшенный проект,электрическая,ламинат,месяц,"Просторные и чистые места общего пользования везде в подъезде. Если понадобиться холодильник, стиральная машина, микроволновая печь, телевизор, предоставим.",,Фрунзенский район,евроремонт,раздельный,,,длительный,есть,монолитно-каркасный,,,,,9 / 15,7405,366
603,603,"Минск, Беды ул., 7",52/40/12,1196937,, 4/9 п , 2/2 ,53.9307,27.5859,7.0,713 руб/месяц,350 $/месяц,8,58,"Я.Коласа-Рига, Некрасова, Восточная",,лоджия,"холодильник, стиральная машина, телевизор, интернет, высокоскоростной интернет",,,1982.0,2017-11-20,"металлическая дверь, рядом рынок, рядом зеленая зона",есть,Академия Наук,,,Минск,улучшенный проект,электрическая,ламинат,месяц,,,Советский район,хороший ремонт,раздельный,,,длительный,нет,панельный,,,,,4 / 9,3323,1306
604,604,"Минск, Беды ул., 45",70/34/10,1071060,"Сдается двухкомнатная квартира по адресу: г. Минск, ул. Леонида Беды, дом 45. Две лоджии, два санузла, мебель и техника. Квартира новая! Очень светлая и просторная! Готова к заселению и проживанию!  ", 2в/16 кб , 2/2 ,53.9424,27.5971,6.0,713 руб/месяц,350 $/месяц,7,66,"Я.Коласа-Рига, Некрасова, Восточная",Гарант Недвижимость,,,,,2011.0,2017-12-01,,есть,Академия Наук,,,Минск,новостройка,,ламинат,не нужна,,,Советский район,евроремонт,,,,длительный,есть,кб,,,по факту,,2 / 16,4817,2286
605,605,"Минск, Чорного ул., 3",44/22/9,1102400,"Сдается отличная 2-х комнатная квартира по ул. Кузьмы Чорного 3 в пешей доступности от метро "" Академия наук"" (2 минуты).В тихом центре .Развитая инфраструктура . В квартире имеется вся мебель (новая) и бытовая техника( стиральная машина , холодильник, микроволновая печь, телевизор , пылесос , есть интернет). Большая лоджия с мебелью ( выход из кухни и зала). Полы - паркет, большой шкаф-купе в коридоре . Чистая квартира ,сдается на длительный срок. Во дворе имеется детская площадка. Хорошие соседи. Квартира готова к заселению! Торг уместен!", 4в/5 к , 2/2 ,53.92520500000001,27.599731,7.0,713 руб/месяц,350 $/месяц,8,64,"Независимости, Кедышко, Волгоградская",Гарант Недвижимость,,,,,1998.0,2017-12-01,,есть,Академия Наук,,,Минск,улучшенный проект,,ламинат,не нужна,,,Первомайский район,евроремонт,,,,длительный,есть,кирпичный,,,по факту,,4 / 5,3402,372
606,606,"Минск, Дзержинского просп., 55",42/26/6,1195509,, 3/ к , 2/2 ,53.8774,27.4983,11.0,713 руб/месяц,350 $/месяц,13,56,"Уманская, Железнодорожная, Грушевская",,балкон застекленный,компьютерная сеть,,,,2017-11-16,"домофон, металлическая дверь, встроенные шкафы, стеклопакеты, парковка, детская площадка, рядом магазин",частично,Михалово,,,Минск,стандартный проект,газовая,линолеум,2 месяца,"Сдам двухкомнатную квартиру возле метро. 1-й дом от метро, до метро 1 минута. Отличное месторасположение. 10 минут на метро до центра, 7 минут на машине до кольцевой. Во дворе всегда есть парковочные места. Из окна видно метро и остановка см на фото. В самом доме магазин см на фото, аптека. Квартира без ремонта и мебели. Есть кухня и плита. Планируем сделать ремонт, а потом сдавать. Но, если кого-то устроит такой вариант, без ремонта (мебель по желанию, можем купить) то сдадим в таком виде. Или, если кто-то готов сделать ремонт под себя самостоятельно, в счёт платы за аренду, тоже устроит. Сдаём на длинный срок, желательно по договору.",,Московский район,нормальный ремонт,совмещенный,,,длительный,есть,кирпичный,,семье,,,3-й этаж,5123,97
607,607,"Минск, Дзержинского просп., 55",42/26/6,1203646,"Квартира в доме после кап. ремонта возле ст.м. Михалова.  Внутренняя отделка возможна совместными силами с арендодателем( замена полов на ламинат, светлые обои в комнатах, нат. потолки).  Комплектация мебелью и бытовой техникой по согласованию с хозяевами.  На длительный срок, по договору найма.     ", 3/5 к , 2/2 ,53.8774,27.4983,17.0,713 руб/месяц,350 $/месяц,14,112,"Уманская, Железнодорожная, Грушевская",Время недвижимости,балкон застекленный,"холодильник, стиральная машина, интернет, высокоскоростной интернет",,,1963.0,2017-12-07,"домофон, металлическая дверь, встроенные шкафы, стеклопакеты, хороший вид из окна, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр",нет,Михалово,,,Минск,хрущевка,газовая,линолеум,2 месяца,"Сдаётся квартира в шаговой доступности от ст.м. Михалова. Развитая инфоструктура.Возможнен капитальный ремонт квартиры арендаторами в счет арендной платы, либо силами хозяев в течении 10-14 дней ( ламинат, светлые обои в комнатах, нат. потолки). Квартира очень теплая и уютная.На длительный срок, по договору найма.",,Московский район,евроремонт,совмещенный,,,длительный,есть,кирпичный,,семье,по факту,,3 / 5,5123,97
608,608,"Минск, Независимости просп., 164",60/37/0,1207919,, 4/10 , 2/2 ,53.9439,27.6873,9.0,713 руб/месяц,350 $/месяц,22,33,Уручье,Тэтравита,лоджия,"холодильник, стиральная машина",,,,2017-12-07,"металлическая дверь, лифт, стеклопакеты",есть,Уручье,,,Минск,,,паркет,,"Сдается хорошая двухкомнатная квартира возле метро. В квартире есть вся мебель и бытовая техника, 3 минуты пешком до ст. м. Уручье.",,Первомайский район,хороший ремонт,раздельный,,,длительный,есть,,,,по факту,,4 / 10,9332,186
609,609,"Минск, Логойский тракт, 4",47/28/7,1123990,"Сдается просторная 2-комнатная квартира с дизайнерским ремонтом по адресу Логойский тр-т 4 . Ремонт выполнен из качественных,  материалов,  современная мебель, импортная техника 2-а ЖКИ телевизора, делали для себя. Кухня со встроенной бытовой техникой, просторная комната, с/у раздельный, лоджия) полностью укомплектована мебелью и бытовой техникой (духовой шкаф, варочная поверхность, вытяжка, холодильник, СВЧ,  стиральная машина, утюг, пылесос). Хорошее транспортное сообщение.  Готова для заселения и комфортного проживания.", 5в/9 п , 2/2 ,53.939534,27.607376,14.0,713 руб/месяц,350 $/месяц,7,37,"Независимости, Кедышко, Волгоградская",Гарант Недвижимость,,,,,1978.0,2017-12-01,,есть,Парк Челюскинцев,,,Минск,стандартный проект,,ламинат,не нужна,,,Первомайский район,евроремонт,,,,длительный,есть,панельный,,,по факту,,5 / 9,4920,1756
610,610,"Минск, Голубева ул., 14",53/35/8,525070,, 7/9 п , 2/2 ,53.866046,27.475404,7.0,713 руб/месяц,350 $/месяц,8,45,Юго-Запад,,лоджия застекленная,"холодильник, свч-печь, стиральная машина, телевизор, интернет, высокоскоростной интернет",,,,2016-08-02,"домофон, видеодомофон, сигнализация, металлическая дверь, лифт, встроенные шкафы, хороший вид из окна, окна во двор, детская площадка, рядом магазин, рядом рынок",есть,Петровщина,,,Минск,стандартный проект,электрическая,паркет,,Квартира с евроремонтом рядом с метро Петровщина (юго - запад),,Московский район,евроремонт,раздельный,,,длительный,есть,панельный,,,,,7 / 9,7081,711
611,611,"Минск, Рокоссовского просп., 78",80/38/13,1005981,"Сдается просторная 2-х комнатная квартира в новом доме. 2 раздельные комнаты , 2 санузла, паркет дубовый и дубовые двери, плитка испанская. Квартира с полной комплектацией мебели и техники, новая встроенная кухня. Интернет, телевизор, стиральная машина, микроволновка. Шикарный вид из окна. Рядом есть всё необходимое:магазины, супермаркеты, рынок, кинотеатр, банки, зеленая зона. Тихий район. ", 8в/8 кар , 2/2 ,53.865,27.6029,8.0,713 руб/месяц,350 $/месяц,12,46,Серебрянка,Гарант Недвижимость,лоджия,,1-й высокий,,2006.0,2017-12-01,,есть,Партизанская,,,Минск,новостройка,,ламинат,не нужна,,,Ленинский район,отличный ремонт,раздельный,,,длительный,нет,каркасно-блочный,,,по факту,,8 / 8,5164,2097
612,612,"Минск, Маяковского ул., 140",50/28/9,958050,"Сдаётся отличная 2-х комнатная квартира по ул. Маяковского 140, на длительный срок. В квартире имеется вся необходимая мебель для комфортного проживания. ", 10в/12 к , 2/2 ,53.871313,27.568155,9.0,713 руб/месяц,350 $/месяц,8,41,Маяковского,Гарант Недвижимость,,,,,2002.0,2017-12-01,,есть,Пролетарская,,,Минск,стандартный проект,,ламинат,не нужна,,,Ленинский район,евроремонт,,,,длительный,есть,кирпичный,,,,,10 / 12,3716,2400
613,613,"Минск, Калинина ул., 8",48/33/7,1206832,, 2/4 к , 2/1 ,53.925306000000006,27.607753,17.0,713 руб/месяц,350 $/месяц,20,63,"Независимости, Кедышко, Волгоградская",,нет,"холодильник, посуда, мелкая бытовая техника, стиральная машина, телевизор, интернет, высокоскоростной интернет, компьютерная сеть",,,1958.0,2017-12-06,"домофон, металлическая дверь, стеклопакеты, детская площадка, рядом магазин, рядом рынок, рядом спортивный центр",есть,Парк Челюскинцев,,,Минск,сталинка,газовая,паркет,2 месяца,Улица Калинина 8 Спокойная улица Развитая инфраструктура! Магазин 1000 Мелочей Ботанический сад Парк Челюскинцев 2 комнатная ( Комнаты смежные ) Уютная стильная тёплая интересная всем укомплектованная квартира ! Диван -раскладывается ! Цена :350$ +коммунальные! Услуга !!,,Первомайский район,отличный ремонт,раздельный,,,длительный,есть,кирпичный,,не компаниям,,,2 / 4,3812,387
614,614,"Минск, Зеленая ул., 1/В",53/29/8,859314,, 5в/10 п , 2/2 ,53.57971,26.834424,9.0,713 руб/месяц,350 $/месяц,9,64,Военный городок,Гарант Недвижимость,,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, телевизор, интернет",,,2014.0,2017-12-01,"домофон, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, благоустроенный двор, детская площадка",есть,Малиновка,,,Минск,новостройка,,ламинат,не нужна,,,Первомайский район,евроремонт,,,,длительный,есть,панельный,,,по факту,,5 / 10,59937,51710
615,615,"Минск, Купалы ул., 17",54/27/10,1177879,"Сдается двухкомнатная квартира в самом центре Минска! Адрес: ул. Янки Купалы, дом 17. Квартира укомплектована и готова к заселению! Окна выходят во двор!", 2в/8 к , 2/2 ,53.9035,27.5669,16.0,713 руб/месяц,350 $/месяц,17,97,"Маркса, Кирова",Гарант Недвижимость,,,,,1957.0,2017-12-01,,есть,Октябрьская,,,Минск,сталинка,,паркетная доска,не нужна,,,Ленинский район,евроремонт,,,,длительный,есть,кирпичный,,,по факту,,2 / 8,370,359
616,616,"Минск, Шишкина ул., 26",50/36/0,682938,, 2/10 , 2/2 ,53.858819,27.633984,11.0,713 руб/месяц,350 $/месяц,9,89,"Партизанский, Васнецова, Народная",,лоджия застекленная,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, телевизор, интернет, высокоскоростной интернет, компьютерная сеть",,,,2017-12-02,"домофон, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона, элитная квартира",есть,Автозаводская,,,Минск,,электрическая,ламинат,месяц,"На длительный срок, евроремонт, новая мебель и техника (ЖК телевизор, холодильник, стеклокерам плита, дух шкаф Bosch, микроволновка, интернет и т. д., Металлическая дверь, плитка, окна ПВХ, ламинат, н",,Заводской район,евроремонт,раздельный,,,длительный,есть,,,семье,,,2 / 10,6956,1485
617,617,"Минск, Шевченко бульвар, 4",44/29/6,772817,, 4/5 , 2/1 ,53.9239,27.5564,14.0,700 руб/месяц,344 $/месяц,12,73,"Червякова, Шевченко",,балкон,интернет,,2015.0,,2017-12-04,"домофон, металлическая дверь, стеклопакеты, парковка, благоустроенный двор, детская площадка, рядом магазин, рядом гипермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона",есть,Площадь Якуба Коласа,,,Минск,хрущевка,газовая,,,"Квартира после ремонта, новая сантехника, мебель, бытовая техника",,Центральный район,отличный ремонт,совмещенный,,,длительный,есть,,,,,,4 / 5,2183,1999
618,618,"Минск, Буденного ул.",43/27/6,1205954,, 2/5 , 2/2 ,53.883574,27.612119,14.0,713 руб/месяц,350 $/месяц,16,82,Тракторный Завод,,балкон застекленный,"холодильник, посуда, стиральная машина, телевизор, интернет, высокоскоростной интернет",,2017.0,,2017-12-05,"домофон, металлическая дверь, встроенные шкафы, стеклопакеты, окна во двор, рядом зеленая зона",есть,Тракторный завод,,,Минск,хрущевка,газовая,паркет,,"Реально очень уютная и `домашняя` компактная квартира! -Дом в тихом дворе и в то же время недалеко от станции метро. -Перепланировка и капитальный ремонт (как в самой квартире, так и в доме в целом!) -Новые ремонт (для себя), укомплектована всей необходимой мебелью и технико. -Сдаётся порядочным людям без маленьких детей и животных на длительный срок (от полугода и более)! -АН факт.",,Партизанский район,евроремонт,совмещенный,,,длительный,есть,,,,,,2 / 5,4052,689
619,619,"Минск, Богдановича ул., 56",66/33/8,1187584,, 3/11 к , 2/2 ,53.9195,27.5668,1.0,700 руб/месяц,344 $/месяц,7,29,"Богдановича, Куйбышева, Веры Хоружей",,лоджия,"холодильник, посуда, мелкая бытовая техника, стиральная машина",,,1980.0,2017-11-02,"домофон, металлическая дверь, лифт, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона",есть,Площадь Якуба Коласа,,,Минск,стандартный проект,,паркет,месяц,"Сдам 2х комнатную квартиру по ул. Максима Богдановича д. 46. Этаж / этажность: 3/11 Площадь: общ-66 жилая-33 кухня-8 Сан. узел: раздельный Балкон: лоджия Полы: паркет Ремонт: хороший ремонт Год постройки: 1980 Коммунальные платежи плачу я. С мебелью, холодильником, стиральной машиной",,Советский район,хороший ремонт,раздельный,,,длительный,есть,кирпичный,,,,,3 / 11,1704,1179
620,620,"Минск, Тимошенко ул., 12",68/37/10,1204976,, 3/10 кар , 2/2 ,53.904257,27.461723,6.0,692 руб/месяц,340 $/месяц,13,160,"Запад, Красный Бор",,балкон,"холодильник, свч-печь, мелкая бытовая техника, стиральная машина, телевизор, кондиционер",,,2000.0,2017-12-03,"домофон, сигнализация, металлическая дверь, лифт, встроенные шкафы, парковка, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр",есть,Кунцевщина,,,Минск,улучшенный проект,электрическая,паркет,2 месяца,,,Фрунзенский район,евроремонт,совмещенный,,,длительный,есть,каркасно-блочный,,,,,3 / 10,6538,554
621,621,"Минск, Пушкина просп., 36",54/34/10,944078,"Сдам 2-хкомн. квартиру возле станции метро Пушкинская на Пушкина 36. В квартире все необходимое для комфортного проживания: мебель, стиральная машина и холодильник. До метро 3 минуты пешком. Рядом магазины и Раковский рынок.", 2в/9 , 2/2 ,53.911588,27.496164,5.0,692 руб/месяц,340 $/месяц,9,33,Пушкина-Глебки-Притыцкого-Ольшевского-Кальварийская,Гарант Недвижимость,,,,,,2017-12-01,,есть,Пушкинская,,,Минск,,,ламинат,не нужна,,,Фрунзенский район,евроремонт,,,,длительный,есть,,,,по факту,,2 / 9,4352,226
